PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR3631,F98B-61B3,2020-01-21,4,4,4,3,1,5,5,5
PR3632,D4D5-27FB,2020-01-22,3,5,4,3,0,2,5,5
PR3633,9C71-61AE,2020-01-22,4,5,2,2,1,2,5,5
PR3634,8AAD-FAFB,2020-01-23,4,5,3,1,1,3,3,2
PR3635,20BA-5868,2020-01-23,4,4,3,1,2,5,4,3
PR3636,45D7-5C8A,2020-01-24,5,4,5,3,0,5,4,3
PR3637,AB03-8820,2020-01-24,3,2,5,3,1,5,3,2
PR3638,E1FE-67B5,2020-01-24,5,3,4,2,1,3,3,3
PR3639,B4E1-4A3E,2020-01-25,4,5,3,1,0,3,5,4
PR364,8B79-18F1,2014-07-09,4,5,5,2,2,4,5,4
PR3640,618D-7685,2020-01-26,5,3,5,3,2,4,4,3
PR3641,FBED-F86B,2020-01-26,3,5,5,1,1,5,5,4
PR3642,6227-9D9E,2020-01-26,3,3,3,3,2,5,3,3
PR3643,B529-2745,2020-01-26,3,2,5,1,2,4,3,3
PR3644,5A0B-7F31,2020-01-28,4,3,2,3,1,5,3,2
PR3645,E4F4-11B9,2020-01-28,5,3,3,1,1,3,3,3
PR3646,B303-8962,2020-01-28,3,4,4,3,1,3,3,3
PR3647,98EE-8547,2020-01-29,3,2,5,3,0,3,4,4
PR3648,041A-31B0,2020-01-29,3,2,2,1,2,3,5,4
PR3649,257B-8130,2020-01-29,4,2,5,3,2,4,5,4
PR365,E268-61EB,2014-07-11,5,3,4,3,0,4,3,2
PR3650,7279-6591,2020-01-30,5,5,2,3,0,3,3,2
PR3651,EEFC-DEC7,2020-01-30,4,4,3,3,2,5,4,3
PR3652,2E7B-43F0,2020-01-30,4,5,5,3,1,3,5,4
PR3653,4F22-FF67,2020-01-30,3,5,5,3,3,2,5,4
PR3654,1180-BEC9,2020-01-31,3,3,2,2,2,3,4,4
PR3655,B50B-5A18,2020-02-01,4,5,5,1,0,2,4,4
PR3656,E099-3FCC,2020-02-01,4,4,3,2,1,5,4,3
PR3657,0B19-EFB2,2020-02-01,3,5,3,3,1,3,3,3
PR3658,8CF6-3079,2020-02-02,5,3,4,3,1,4,5,4
PR3659,D7EE-56FC,2020-02-02,3,3,5,1,0,3,4,4
PR366,246E-3383,2014-07-16,4,2,4,2,1,2,4,4
PR3660,1F12-DDDA,2020-02-02,4,4,4,2,1,5,5,4
PR3661,9658-7750,2020-02-02,5,3,2,1,0,4,3,3
PR3662,B0C3-E578,2020-02-02,4,2,3,3,2,2,4,4
PR3663,5F06-D3F6,2020-02-02,4,4,5,3,0,4,5,5
PR3664,62A3-DEA7,2020-02-03,3,4,5,2,2,5,4,3
PR3665,586E-5C14,2020-02-03,5,4,3,2,1,3,5,4
PR3666,8EE9-E86D,2020-02-04,5,2,3,3,0,3,3,2
PR3667,F3CD-9B5B,2020-02-04,3,2,3,3,3,5,4,4
PR3668,AD0D-E79F,2020-02-04,3,5,5,3,2,4,5,5
PR3669,D8B3-30D2,2020-02-04,4,4,2,3,1,4,3,3
PR367,0D60-C312,2014-07-16,4,2,4,2,3,5,5,4
PR3670,B975-943A,2020-02-04,5,4,4,1,1,3,5,4
PR3671,C250-AF15,2020-02-04,3,2,2,3,0,4,5,5
PR3672,B122-D3D2,2020-02-04,3,4,4,2,0,3,5,5
PR3673,45A4-C1D0,2020-02-04,2,4,4,3,0,1,5,5
PR3674,DB6B-88DA,2020-02-04,2,4,3,2,2,1,5,4
PR3675,151D-1FF2,2020-02-05,3,4,2,3,0,2,4,3
PR3676,5476-CA0D,2020-02-05,2,4,3,3,1,1,3,2
PR3677,D696-9D82,2020-02-05,1,4,1,3,1,4,4,4
PR3678,1453-D3D8,2020-02-06,4,3,3,3,1,3,3,3
PR3679,F80F-29CB,2020-02-06,2,4,2,1,0,1,4,3
PR368,D906-B674,2014-07-18,3,5,5,1,1,3,5,5
PR3680,C96F-0F3B,2020-02-08,4,3,2,3,1,5,5,4
PR3681,EE39-C8F2,2020-02-08,5,2,3,2,1,4,4,4
PR3682,DF63-0D3C,2020-02-08,3,5,5,3,0,2,5,4
PR3683,B995-E5CE,2020-02-08,4,5,2,1,0,4,4,3
PR3684,9DFE-1FD5,2020-02-09,3,3,5,3,0,4,5,5
PR3685,0D1B-DEC2,2020-02-10,3,5,4,1,3,2,3,3
PR3686,B407-ABCA,2020-02-10,4,3,4,2,1,4,5,5
PR3687,5818-560C,2020-02-10,5,3,2,3,2,2,5,4
PR3688,DB6C-3B2F,2020-02-11,4,2,2,1,1,3,3,3
PR3689,8ED3-4377,2020-02-11,4,4,2,1,0,3,3,3
PR369,D8FC-E2F7,2014-07-19,3,5,5,2,2,4,5,5
PR3690,4BED-C7C2,2020-02-11,3,5,5,3,2,4,4,3
PR3691,279C-7342,2020-02-12,5,4,3,3,2,2,3,2
PR3692,83FD-F920,2020-02-12,5,5,2,1,1,3,5,4
PR3693,B2D6-A355,2020-02-12,4,2,5,1,0,2,5,5
PR3694,7D2D-3831,2020-02-12,3,3,3,3,0,2,3,2
PR3695,626A-9377,2020-02-13,3,5,4,2,1,5,5,5
PR3696,0CF8-1EBD,2020-02-13,3,5,2,3,3,3,3,3
PR3697,388D-DB68,2020-02-13,4,4,3,1,2,5,5,4
PR3698,0DBC-596E,2020-02-14,4,3,3,1,1,4,5,5
PR3699,55B1-3712,2020-02-14,3,4,2,3,3,4,4,4
PR37,EE04-1533,2013-02-01,4,4,5,2,0,3,3,2
PR370,F0C3-4859,2014-07-19,5,3,4,2,0,5,3,2
PR3700,5A04-0EB4,2020-02-15,3,4,2,1,2,5,5,4
PR3701,111D-E5EF,2020-02-15,5,4,3,3,1,4,4,4
PR3702,97F4-0B14,2020-02-15,3,5,4,2,2,2,5,4
PR3703,F1B6-31B7,2020-02-15,4,2,4,1,0,4,4,4
PR3704,3261-373A,2020-02-16,5,5,2,1,3,3,3,2
PR3705,5021-95FC,2020-02-17,3,2,5,1,3,3,5,4
PR3706,B97B-73D7,2020-02-17,5,3,4,1,0,2,5,5
PR3707,D351-C7E4,2020-02-17,3,2,3,1,1,4,5,4
PR3708,EEA0-C109,2020-02-17,5,3,5,1,2,4,5,4
PR3709,3C7D-86ED,2020-02-18,4,2,2,3,3,3,3,2
PR371,F4A3-2126,2014-07-19,4,4,4,3,0,2,5,5
PR3710,2219-56CA,2020-02-20,4,5,3,1,0,5,5,5
PR3711,8FB2-4CE0,2020-02-20,5,3,3,1,1,4,4,4
PR3712,B437-FCF8,2020-02-20,5,4,4,3,1,3,4,3
PR3713,5237-1B85,2020-02-21,5,3,5,2,2,3,5,5
PR3714,F968-671C,2020-02-21,4,5,4,1,0,3,3,3
PR3715,F997-FE6C,2020-02-21,3,4,3,1,0,2,5,5
PR3716,CED0-8D31,2020-02-21,4,5,4,2,1,3,4,3
PR3717,5B08-EF96,2020-02-22,3,5,5,1,1,2,3,3
PR3718,E348-E12B,2020-02-22,4,5,5,2,0,5,5,5
PR3719,8ACE-C5CE,2020-02-22,3,4,4,2,1,4,3,2
PR372,F83C-CA1D,2014-07-20,5,4,4,2,0,3,4,3
PR3720,C6A8-4E8A,2020-02-22,5,5,4,1,1,2,5,4
PR3721,63DA-AA21,2020-02-23,3,4,3,1,3,2,4,4
PR3722,7DA1-A202,2020-02-23,4,2,3,1,3,2,5,5
PR3723,C016-FA12,2020-02-25,4,3,5,1,1,5,4,3
PR3724,7816-BF57,2020-02-25,5,5,5,2,1,2,4,4
PR3725,D6D2-184B,2020-02-25,4,2,2,3,3,4,5,4
PR3726,3560-C117,2020-02-26,3,2,2,1,1,4,4,3
PR3727,1914-B934,2020-02-26,5,5,2,3,3,2,4,4
PR3728,596B-33F4,2020-02-27,5,2,2,3,1,5,5,5
PR3729,E7A6-33A3,2020-02-27,3,4,5,1,2,3,3,2
PR373,7AA0-5766,2014-07-28,4,3,2,2,0,3,5,4
PR3730,00D4-DD53,2020-02-28,5,4,3,2,1,3,3,2
PR3731,7749-B277,2020-02-28,5,3,3,2,2,3,3,2
PR3732,7823-0217,2020-02-28,5,2,5,2,0,2,5,4
PR3733,6E7B-D50D,2020-02-28,4,3,4,2,0,2,5,4
PR3734,17AD-99F5,2020-02-29,5,2,4,1,2,3,3,3
PR3735,CC8A-0B1F,2020-02-29,4,4,2,1,0,3,5,4
PR3736,DE22-FB63,2020-02-29,5,3,5,1,2,3,3,2
PR3737,A366-C17A,2020-02-29,4,5,2,3,3,3,5,4
PR3738,6EDB-94B7,2020-02-29,5,3,5,3,2,3,4,3
PR3739,93B1-6510,2020-02-29,3,4,5,3,1,5,4,3
PR374,F3A3-10CE,2014-07-29,5,5,5,3,2,2,5,4
PR3740,EACC-D1F6,2020-03-01,4,2,5,3,1,2,3,3
PR3741,21B3-8491,2020-03-01,4,5,5,1,0,4,3,2
PR3742,ABB5-0B95,2020-03-01,5,4,2,2,2,5,5,5
PR3743,C57E-6E4F,2020-03-02,4,3,5,3,1,3,3,2
PR3744,CC2F-670E,2020-03-02,5,3,4,2,1,5,3,2
PR3745,FD0B-7B0A,2020-03-02,4,2,2,3,1,5,3,2
PR3746,0322-D46B,2020-03-02,3,2,2,2,2,3,5,5
PR3747,03D3-AA88,2020-03-02,3,4,2,1,1,3,5,4
PR3748,06B9-B79D,2020-03-03,5,2,2,2,2,4,5,4
PR3749,5AA7-C7BA,2020-03-03,5,5,5,3,1,5,3,2
PR375,D69C-8F84,2014-07-29,4,2,5,2,3,4,5,5
PR3750,1054-9C3B,2020-03-04,5,3,4,1,0,5,3,2
PR3751,155B-42BE,2020-03-04,4,3,5,2,1,3,3,2
PR3752,5222-EBE1,2020-03-04,3,3,4,2,1,5,4,3
PR3753,B1EC-849B,2020-03-04,3,4,2,3,1,4,3,2
PR3754,468A-E249,2020-03-04,4,2,3,1,0,3,4,4
PR3755,36E1-3DDF,2020-03-04,5,2,4,1,1,4,4,3
PR3756,8567-5B27,2020-03-05,3,4,3,3,2,5,5,4
PR3757,D970-9F5E,2020-03-05,4,4,5,2,1,4,4,3
PR3758,EAB1-2EB2,2020-03-05,3,5,3,2,0,2,3,3
PR3759,ACD5-5FA2,2020-03-05,4,2,4,3,2,5,4,4
PR376,CBCB-9C9D,2014-07-31,5,5,4,3,2,3,4,4
PR3760,E7F5-0AD1,2020-03-05,5,3,2,2,2,5,3,3
PR3761,ABC2-0036,2020-03-05,4,2,3,1,0,4,4,4
PR3762,3044-EB49,2020-03-05,3,2,5,3,2,5,5,4
PR3763,7EE7-2C43,2020-03-06,4,3,3,2,2,5,4,3
PR3764,D954-6402,2020-03-06,3,5,3,2,1,5,3,2
PR3765,73CF-4956,2020-03-06,3,3,3,3,2,3,3,2
PR3766,E3B6-49F8,2020-03-06,5,4,4,1,2,2,4,3
PR3767,5F5B-83B1,2020-03-06,5,3,2,3,1,3,3,3
PR3768,D86B-2E5E,2020-03-07,5,4,5,2,0,4,5,4
PR3769,4B6E-3C21,2020-03-08,3,5,3,3,0,3,3,2
PR377,66BC-7AC0,2014-08-05,5,4,4,1,1,4,4,3
PR3770,40A9-8EB0,2020-03-08,4,2,5,1,3,2,5,4
PR3771,0C23-26DD,2020-03-08,5,2,5,3,2,5,4,4
PR3772,B005-602F,2020-03-09,3,3,3,1,1,2,3,2
PR3773,F72B-49FF,2020-03-09,3,5,5,3,1,2,3,2
PR3774,4A0E-9958,2020-03-10,4,3,2,1,2,3,3,3
PR3775,CFE3-312D,2020-03-10,4,5,2,1,1,4,4,4
PR3776,34FB-D8F3,2020-03-10,4,2,5,1,1,2,5,5
PR3777,A590-DF69,2020-03-11,3,3,3,2,2,4,5,4
PR3778,68FB-06A7,2020-03-12,3,5,3,1,0,4,5,5
PR3779,56A5-271B,2020-03-12,4,2,3,3,0,2,4,3
PR378,5839-7AE2,2014-08-08,4,5,5,2,2,5,5,4
PR3780,B3FE-D332,2020-03-12,4,2,4,3,0,5,5,5
PR3781,4F28-CFAF,2020-03-13,5,4,2,2,1,4,5,5
PR3782,7C80-94E0,2020-03-13,3,4,4,2,0,3,3,3
PR3783,8233-2483,2020-03-13,3,4,4,2,3,5,3,2
PR3784,5F4E-EE5A,2020-03-13,5,4,4,3,0,2,5,5
PR3785,3C31-30CB,2020-03-13,3,5,3,2,1,4,3,3
PR3786,A7BB-F5A7,2020-03-14,4,5,4,1,0,5,5,5
PR3787,D383-714B,2020-03-14,5,3,3,1,1,2,4,3
PR3788,4500-37EB,2020-03-15,5,4,5,1,0,3,4,3
PR3789,528C-3E0D,2020-03-15,4,2,2,2,0,5,3,2
PR379,040C-EDED,2014-08-14,4,5,4,3,1,2,3,3
PR3790,D077-169C,2020-03-16,5,3,2,1,1,5,3,2
PR3791,B44E-8AEE,2020-03-16,3,4,5,1,0,3,5,5
PR3792,9727-BC84,2020-03-17,5,4,4,1,0,3,4,4
PR3793,DA8E-9496,2020-03-17,3,3,3,3,1,3,5,5
PR3794,DEC5-9319,2020-03-17,3,2,3,3,1,2,3,3
PR3795,88B8-EB84,2020-03-18,5,5,5,2,1,5,4,4
PR3796,9C57-828C,2020-03-18,5,5,2,1,1,3,5,4
PR3797,7961-A93B,2020-03-18,4,2,4,2,0,2,3,2
PR3798,59F5-F57D,2020-03-20,4,5,3,1,0,5,3,3
PR3799,25F5-0EAF,2020-03-20,3,2,5,2,0,5,5,4
PR38,8CF6-3079,2013-02-03,5,5,3,3,2,4,4,3
PR380,AFA8-5058,2014-08-15,4,5,5,1,3,2,3,2
PR3800,40CC-6231,2020-03-20,5,5,4,2,0,3,5,5
PR3801,8F38-A4DD,2020-03-20,4,2,5,3,1,5,3,2
PR3802,E1B4-9AA1,2020-03-21,3,2,5,3,1,5,4,3
PR3803,CCE7-36ED,2020-03-21,4,3,4,1,2,5,3,3
PR3804,E399-E4F6,2020-03-21,5,4,4,1,0,5,3,2
PR3805,3CD6-5587,2020-03-22,4,2,3,1,1,5,5,5
PR3806,BAFA-86DF,2020-03-22,3,5,4,3,1,5,4,3
PR3807,C6D7-A568,2020-03-22,5,5,5,3,3,5,3,2
PR3808,4862-E40F,2020-03-22,4,2,5,1,2,4,3,2
PR3809,5160-53BD,2020-03-23,3,2,5,2,3,2,4,3
PR381,2A89-93B6,2014-08-17,3,5,2,2,1,2,4,4
PR3810,81FF-8D6C,2020-03-23,3,5,4,3,3,5,3,3
PR3811,84E7-02D4,2020-03-24,3,2,3,3,2,5,5,5
PR3812,6010-A052,2020-03-24,3,4,5,3,3,2,5,5
PR3813,5634-9D10,2020-03-24,3,4,5,1,3,4,3,4
PR3814,E6F7-EF68,2020-03-24,4,3,5,1,1,4,3,2
PR3815,5F2E-A68B,2020-03-25,4,2,5,3,1,4,3,2
PR3816,E442-1FEE,2020-03-25,5,4,2,1,0,5,3,3
PR3817,6176-3BEE,2020-03-26,3,3,3,3,0,5,4,4
PR3818,47A0-559B,2020-03-26,4,5,2,3,2,2,5,4
PR3819,A954-6310,2020-03-26,4,5,5,1,0,2,5,4
PR382,37EE-004B,2014-08-18,5,5,4,1,1,2,5,4
PR3820,C525-8BB9,2020-03-26,3,3,4,2,2,5,5,5
PR3821,9AAB-DCD0,2020-03-27,4,4,2,1,0,5,5,4
PR3822,9412-7AA6,2020-03-27,4,5,5,2,1,5,3,3
PR3823,184D-06FF,2020-03-27,3,2,5,1,1,3,3,3
PR3824,00E4-3D60,2020-03-28,5,4,5,3,0,3,4,3
PR3825,DD1E-583D,2020-03-28,4,2,5,2,1,2,5,4
PR3826,03C5-51AD,2020-03-29,4,4,3,2,2,3,5,5
PR3827,A807-DE5D,2020-03-29,3,2,3,1,1,3,4,3
PR3828,8BCA-723F,2020-03-29,3,5,2,1,2,4,3,2
PR3829,BFAF-1ED1,2020-03-29,5,3,2,3,1,4,5,5
PR383,B76C-D9CE,2014-08-19,4,3,4,2,1,2,5,4
PR3830,8FD9-AA59,2020-03-30,3,2,3,1,2,3,5,5
PR3831,86E2-73D1,2020-03-30,4,3,3,1,0,3,3,3
PR3832,C520-6F2B,2020-03-30,3,5,3,1,1,3,3,3
PR3833,A53B-DF3C,2020-03-30,4,5,3,2,1,2,5,5
PR3834,A105-470B,2020-03-31,3,1,4,2,2,3,3,3
PR3835,0210-E0D8,2020-04-01,2,4,1,2,1,4,3,3
PR3836,07B2-D67A,2020-04-01,3,3,4,3,0,2,3,3
PR3837,819A-2C9C,2020-04-01,4,4,3,1,1,4,4,3
PR3838,2D85-ABDD,2020-04-01,4,3,1,2,1,4,5,5
PR3839,B6EC-313E,2020-04-02,1,4,3,3,2,1,5,5
PR384,F877-3BF9,2014-08-22,5,3,5,2,2,3,4,3
PR3840,05F0-6F7B,2020-04-02,2,4,2,2,1,1,5,5
PR3841,1424-0B0C,2020-04-02,3,2,3,2,1,5,3,2
PR3842,6653-BD41,2020-04-03,3,4,3,1,0,3,3,2
PR3843,B49A-7D79,2020-04-03,4,5,3,2,0,4,4,4
PR3844,20CA-404E,2020-04-03,5,5,4,2,0,5,5,4
PR3845,0D8F-C0F3,2020-04-04,3,4,2,2,1,4,5,4
PR3846,1799-5B3F,2020-04-04,5,3,3,3,0,3,3,2
PR3847,3B11-DF28,2020-04-04,5,5,3,3,0,3,3,2
PR3848,C95C-CE06,2020-04-04,3,2,4,2,2,3,4,3
PR3849,076F-8AA3,2020-04-05,5,3,4,1,1,3,3,2
PR385,D186-CBF5,2014-08-26,3,5,3,1,2,5,4,4
PR3850,EDF2-2659,2020-04-05,5,5,4,2,2,4,3,2
PR3851,95D7-1CE9,2020-04-07,4,2,3,3,0,5,3,2
PR3852,2BD8-20A6,2020-04-07,3,2,3,3,1,5,3,2
PR3853,B013-7D0C,2020-04-08,4,5,4,2,0,2,5,4
PR3854,531D-788E,2020-04-08,5,4,4,2,1,2,5,4
PR3855,8EA4-9179,2020-04-08,4,3,3,3,1,3,3,2
PR3856,61E2-6540,2020-04-08,3,2,3,3,1,5,3,3
PR3857,AEDB-BB62,2020-04-09,5,3,2,3,2,5,5,5
PR3858,F430-0404,2020-04-09,3,4,5,2,1,2,3,3
PR3859,8733-BC3C,2020-04-09,4,4,3,2,2,3,5,4
PR386,5605-237E,2014-08-26,3,2,4,1,1,5,5,5
PR3860,0BAF-7454,2020-04-09,3,3,4,2,3,5,3,2
PR3861,152E-8DB1,2020-04-10,5,2,4,1,1,4,3,3
PR3862,1A7C-19DB,2020-04-10,5,4,4,1,1,2,3,2
PR3863,489B-14EC,2020-04-10,3,5,4,1,2,2,4,4
PR3864,D7F8-1775,2020-04-10,3,4,3,1,3,4,5,5
PR3865,52CC-3E9E,2020-04-11,5,3,4,1,0,5,4,4
PR3866,A531-8159,2020-04-11,3,5,2,1,3,3,3,2
PR3867,21C8-00EC,2020-04-11,5,2,5,3,2,3,5,5
PR3868,8373-07C6,2020-04-11,5,5,4,3,0,4,3,3
PR3869,C5C2-985F,2020-04-12,3,5,2,2,2,2,5,4
PR387,4FD5-CC71,2014-08-28,4,3,4,2,0,5,4,3
PR3870,CDFB-6A08,2020-04-12,5,5,4,1,2,5,3,2
PR3871,5C03-1009,2020-04-12,5,4,5,2,2,4,3,3
PR3872,E899-A860,2020-04-12,4,3,4,3,2,5,3,3
PR3873,EE91-1A9C,2020-04-13,5,2,5,2,1,4,4,4
PR3874,7CFC-C4DA,2020-04-13,3,3,5,2,1,4,3,3
PR3875,CF2F-8CA3,2020-04-13,5,4,3,2,1,2,4,3
PR3876,AC19-7EE7,2020-04-14,5,2,4,3,2,5,5,4
PR3877,7A98-768E,2020-04-15,5,3,4,2,0,3,4,4
PR3878,C3C0-349E,2020-04-15,4,3,3,2,3,4,3,3
PR3879,96F4-896C,2020-04-15,3,3,5,2,1,3,3,3
PR388,7A1F-F1A3,2014-08-30,5,5,5,2,1,4,5,5
PR3880,B52E-BF41,2020-04-15,4,3,3,3,0,4,5,4
PR3881,5D69-D350,2020-04-16,4,2,2,1,1,2,3,3
PR3882,4BE1-4A7B,2020-04-16,3,4,3,2,2,4,4,4
PR3883,10E9-4C86,2020-04-16,5,2,2,2,0,4,3,3
PR3884,6661-FA04,2020-04-16,4,4,4,3,1,2,4,4
PR3885,AB81-A3A0,2020-04-17,4,5,2,2,2,5,4,3
PR3886,9D01-8A02,2020-04-17,5,5,3,1,2,2,4,4
PR3887,6151-4A92,2020-04-17,3,2,5,2,1,4,5,4
PR3888,6BE1-09FB,2020-04-17,3,2,3,3,2,4,4,4
PR3889,EE7E-F5AC,2020-04-17,3,2,4,2,2,3,3,2
PR389,2DD1-FD7F,2014-09-03,5,4,4,2,1,4,5,4
PR3890,FD3F-5255,2020-04-18,4,5,4,1,1,4,3,2
PR3891,C661-6A1C,2020-04-19,5,2,3,2,0,5,3,2
PR3892,C025-B8B6,2020-04-19,3,3,2,1,1,2,5,5
PR3893,5BDE-7102,2020-04-19,5,2,2,2,1,3,4,4
PR3894,9528-AA17,2020-04-20,3,3,2,1,1,4,3,3
PR3895,F9C6-39E2,2020-04-20,3,3,5,1,3,3,3,3
PR3896,4188-C61D,2020-04-21,5,4,4,2,0,3,5,5
PR3897,DFE3-6FA7,2020-04-21,3,5,3,1,3,5,4,3
PR3898,7335-4656,2020-04-21,3,2,2,1,0,3,3,3
PR3899,ACF7-5B99,2020-04-21,5,2,5,2,0,2,4,4
PR39,D7EE-56FC,2013-02-03,5,5,3,3,0,3,5,5
PR390,39A2-9B0A,2014-09-05,3,4,3,3,2,3,5,5
PR3900,E503-C500,2020-04-21,5,2,5,3,1,4,5,4
PR3901,49B2-0364,2020-04-22,5,3,4,3,1,3,4,3
PR3902,920B-7B40,2020-04-22,3,4,3,2,2,3,5,4
PR3903,A11D-324A,2020-04-22,5,2,5,3,1,5,4,4
PR3904,D754-4CDF,2020-04-22,3,4,4,2,2,2,5,5
PR3905,B5C6-A760,2020-04-22,5,3,4,3,0,3,5,4
PR3906,51A4-EA6E,2020-04-23,5,5,4,1,0,5,3,2
PR3907,A4A4-F49C,2020-04-23,5,4,3,2,1,5,3,3
PR3908,23FC-93A5,2020-04-23,4,5,5,3,2,4,4,3
PR3909,924E-1035,2020-04-23,5,3,5,1,1,5,3,3
PR391,D014-7DB2,2014-09-09,3,4,4,3,1,1,4,4
PR3910,1147-7E2F,2020-04-24,4,2,2,1,0,2,5,5
PR3911,A31A-A90C,2020-04-24,4,3,3,2,1,4,3,2
PR3912,B8C3-5E0A,2020-04-24,3,3,2,3,1,5,4,3
PR3913,0626-7020,2020-04-24,3,5,4,2,1,4,5,5
PR3914,D529-0BC2,2020-04-26,5,5,3,2,2,2,5,4
PR3915,4971-33F9,2020-04-26,4,5,2,3,1,3,4,3
PR3916,1AC8-361F,2020-04-27,4,3,2,3,0,2,3,3
PR3917,D93A-CC98,2020-04-27,5,4,4,1,3,4,4,3
PR3918,EE63-4E57,2020-04-27,4,4,5,1,1,2,3,2
PR3919,F1BD-033D,2020-04-27,4,2,4,2,0,2,3,2
PR392,6135-885F,2014-09-15,4,3,1,2,1,3,5,5
PR3920,05CD-292D,2020-04-27,3,3,5,2,3,3,3,3
PR3921,FB1F-9947,2020-04-27,4,2,5,3,0,5,5,5
PR3922,C79A-E5E1,2020-04-28,4,3,5,2,3,3,4,4
PR3923,5D73-961A,2020-04-28,5,4,2,1,0,5,5,5
PR3924,A1B4-5481,2020-04-29,4,2,2,1,0,4,4,3
PR3925,D49C-096C,2020-04-29,3,5,4,1,1,3,5,4
PR3926,2F04-931F,2020-04-29,3,5,3,3,2,4,3,3
PR3927,380E-44B4,2020-04-29,4,5,3,1,2,5,4,3
PR3928,5639-70C0,2020-04-29,5,3,2,2,1,5,5,5
PR3929,327B-F6D3,2020-04-30,4,2,3,1,1,3,3,2
PR393,3476-CA56,2014-09-22,4,1,1,3,1,2,4,3
PR3930,B148-55FB,2020-04-30,3,2,2,3,2,2,3,2
PR3931,84D8-1A04,2020-04-30,4,4,4,2,2,4,5,5
PR3932,1472-9F69,2020-05-01,5,5,4,1,0,2,3,3
PR3933,59DB-8465,2020-05-01,5,5,2,3,2,2,4,3
PR3934,D31B-BEF8,2020-05-02,5,2,3,2,3,5,4,4
PR3935,565B-C207,2020-05-02,3,5,4,2,0,3,5,4
PR3936,B90D-4BEF,2020-05-02,4,4,5,2,1,5,4,4
PR3937,13E5-2F17,2020-05-03,3,3,2,3,2,5,3,2
PR3938,ADF8-AD57,2020-05-03,5,2,5,1,1,4,5,4
PR3939,ED5D-E9D8,2020-05-03,5,5,5,1,3,5,4,3
PR394,07F5-A45D,2014-09-23,1,2,1,3,2,2,5,4
PR3940,FB1D-5A51,2020-05-03,5,3,5,2,1,2,3,2
PR3941,FE2B-3DC7,2020-05-04,3,5,4,1,2,5,5,4
PR3942,F3D0-41D1,2020-05-04,5,4,5,2,3,2,3,2
PR3943,11AE-3E4D,2020-05-04,4,5,5,2,0,3,4,4
PR3944,9C6C-E5CE,2020-05-04,4,3,5,1,2,5,4,4
PR3945,2CA8-4E1B,2020-05-05,5,4,3,1,0,4,4,3
PR3946,08E4-D3D5,2020-05-05,4,3,2,2,1,2,3,2
PR3947,D2BE-E6F6,2020-05-05,5,5,4,2,2,2,3,2
PR3948,E8B6-8BAE,2020-05-06,5,4,2,3,0,2,3,2
PR3949,291F-B604,2020-05-07,4,2,2,2,1,4,3,3
PR395,E7D3-03C9,2014-09-25,1,4,3,3,1,3,5,5
PR3950,692B-7152,2020-05-07,5,3,5,1,0,2,3,2
PR3951,5A65-768A,2020-05-07,3,4,5,3,1,2,3,2
PR3952,4657-FE18,2020-05-08,3,4,2,3,0,3,5,4
PR3953,4C41-7F73,2020-05-08,3,2,5,2,2,3,3,3
PR3954,E28D-424B,2020-05-09,5,4,5,1,0,2,5,5
PR3955,7B47-C915,2020-05-09,4,5,2,1,1,5,3,3
PR3956,28F4-8367,2020-05-09,3,4,3,2,1,2,3,3
PR3957,A848-F98B,2020-05-10,4,4,2,3,0,4,5,4
PR3958,DA4C-7F2E,2020-05-10,5,3,3,1,0,4,5,4
PR3959,1C87-44CB,2020-05-11,3,4,2,3,1,5,3,3
PR396,7F61-2397,2014-09-27,1,4,1,3,0,2,3,2
PR3960,41FE-D257,2020-05-11,4,5,5,1,0,2,3,2
PR3961,A690-3D5D,2020-05-11,5,5,4,2,3,4,4,3
PR3962,42CC-040A,2020-05-12,3,4,5,3,2,5,4,4
PR3963,C9FF-3A25,2020-05-12,4,2,3,2,2,5,5,4
PR3964,BE93-0736,2020-05-12,5,2,2,1,2,2,5,5
PR3965,BBD0-FB7D,2020-05-12,3,4,5,2,0,2,4,3
PR3966,1F0F-458C,2020-05-13,3,4,4,3,0,3,3,3
PR3967,A184-3B30,2020-05-13,4,2,5,2,0,2,4,3
PR3968,801C-89BF,2020-05-13,4,4,5,3,3,4,3,3
PR3969,C8BC-3B77,2020-05-13,3,2,5,3,0,3,4,4
PR397,EB81-3E51,2014-09-27,1,2,1,2,0,4,4,3
PR3970,ECC7-B638,2020-05-13,5,4,2,3,0,4,3,3
PR3971,5AC6-91D4,2020-05-13,5,3,2,2,0,3,3,3
PR3972,DE6C-86FC,2020-05-14,5,3,4,3,0,4,4,4
PR3973,1C57-5F2A,2020-05-14,4,4,3,3,0,2,4,4
PR3974,0A05-3943,2020-05-15,3,2,5,1,0,2,5,4
PR3975,9F65-F612,2020-05-15,3,3,4,3,3,3,5,4
PR3976,64D6-0D5F,2020-05-15,4,4,3,1,2,3,3,2
PR3977,26DF-1241,2020-05-15,3,3,5,1,1,4,5,4
PR3978,2BCE-F73C,2020-05-15,5,2,4,1,1,2,5,5
PR3979,9D3C-DA45,2020-05-16,4,2,3,1,1,2,5,4
